Date Administered,AgeGroupVacc,7-day_avg_group_cases_per_100k,Administered_Dose1_pct_agegroup,Series_Complete_Pop_pct_agegroup
2021-05-07T00:00:00,65 - 74 Years,5.42176264,0.845,0.715
2021-05-07T00:00:00,75+ Years,5.755216811,0.817,0.699
2021-05-06T00:00:00,<12 Years,7.864125124,0,0
2021-05-06T00:00:00,12 - 15 Years,14.07512472,0.007,0.002
2021-05-06T00:00:00,16 - 17 Years,15.9586797,0.261,0.095
2021-05-06T00:00:00,18 - 24 Years,16.27394559,0.352,0.197
2021-05-06T00:00:00,25 - 39 Years,13.89777512,0.427,0.277
2021-05-06T00:00:00,40 - 49 Years,12.4013405,0.523,0.358
2021-05-06T00:00:00,50 - 64 Years,9.411554967,0.64,0.478
2021-05-06T00:00:00,65 - 74 Years,5.275010713,0.842,0.711
2021-05-06T00:00:00,75+ Years,5.652858222,0.815,0.696
2021-05-05T00:00:00,<12 Years,7.274226496,0,0
2021-05-05T00:00:00,12 - 15 Years,13.23627223,0.007,0.001
2021-05-05T00:00:00,16 - 17 Years,14.88202007,0.255,0.088
2021-05-05T00:00:00,18 - 24 Years,14.62598701,0.347,0.19
2021-05-05T00:00:00,25 - 39 Years,12.68214196,0.423,0.27
2021-05-05T00:00:00,40 - 49 Years,11.17009973,0.518,0.35
2021-05-05T00:00:00,50 - 64 Years,8.459865503,0.635,0.47
2021-05-05T00:00:00,65 - 74 Years,4.617171876,0.836,0.705
2021-05-05T00:00:00,75+ Years,4.876054686,0.81,0.692
2021-05-04T00:00:00,<12 Years,7.615136142,0,0
2021-05-04T00:00:00,12 - 15 Years,13.7129318,0.007,0.001
2021-05-04T00:00:00,16 - 17 Years,15.53490647,0.251,0.084
2021-05-04T00:00:00,18 - 24 Years,15.2074526,0.344,0.186
2021-05-04T00:00:00,25 - 39 Years,13.21069647,0.42,0.266
2021-05-04T00:00:00,40 - 49 Years,11.65798996,0.515,0.345
2021-05-04T00:00:00,50 - 64 Years,8.80744102,0.633,0.464
2021-05-04T00:00:00,65 - 74 Years,4.755016894,0.835,0.703
2021-05-04T00:00:00,75+ Years,4.983320878,0.809,0.69
2021-05-03T00:00:00,<12 Years,8.375192115,0,0
2021-05-03T00:00:00,12 - 15 Years,14.87126578,0.006,0.001
2021-05-03T00:00:00,16 - 17 Years,17.10080023,0.249,0.08
2021-05-03T00:00:00,18 - 24 Years,16.83791994,0.343,0.183
2021-05-03T00:00:00,25 - 39 Years,14.70031675,0.419,0.263
2021-05-03T00:00:00,40 - 49 Years,13.07630846,0.513,0.342
2021-05-03T00:00:00,50 - 64 Years,9.886718623,0.631,0.462
2021-05-03T00:00:00,65 - 74 Years,5.401403991,0.834,0.701
2021-05-03T00:00:00,75+ Years,5.657064739,0.808,0.69
2021-05-02T00:00:00,<12 Years,8.698550566,0,0
2021-05-02T00:00:00,12 - 15 Years,15.44701586,0.006,0.001
2021-05-02T00:00:00,16 - 17 Years,17.94490138,0.245,0.076
2021-05-02T00:00:00,18 - 24 Years,17.66048103,0.34,0.18
2021-05-02T00:00:00,25 - 39 Years,15.25821194,0.417,0.26
2021-05-02T00:00:00,40 - 49 Years,13.5057369,0.511,0.339
2021-05-02T00:00:00,50 - 64 Years,10.24224002,0.629,0.458
2021-05-02T00:00:00,65 - 74 Years,5.568938704,0.833,0.7
2021-05-02T00:00:00,75+ Years,5.758722242,0.808,0.689
2021-05-01T00:00:00,<12 Years,8.877929725,0,0
2021-05-01T00:00:00,12 - 15 Years,15.82543914,0.006,0.001
2021-05-01T00:00:00,16 - 17 Years,18.4272449,0.239,0.071
2021-05-01T00:00:00,18 - 24 Years,17.81742947,0.336,0.175
2021-05-01T00:00:00,25 - 39 Years,15.55942891,0.413,0.255
2021-05-01T00:00:00,40 - 49 Years,13.77253526,0.507,0.333
2021-05-01T00:00:00,50 - 64 Years,10.41250889,0.626,0.451
2021-05-01T00:00:00,65 - 74 Years,5.638497421,0.832,0.697
2021-05-01T00:00:00,75+ Years,5.842852589,0.807,0.687
2021-04-30T00:00:00,<12 Years,9.00881999,0,0
2021-04-30T00:00:00,12 - 15 Years,16.000556,0.006,0.001
2021-04-30T00:00:00,16 - 17 Years,18.63740886,0.231,0.065
2021-04-30T00:00:00,18 - 24 Years,18.18474554,0.329,0.168
2021-04-30T00:00:00,25 - 39 Years,15.84966951,0.407,0.248
2021-04-30T00:00:00,40 - 49 Years,14.03720773,0.501,0.324
2021-04-30T00:00:00,50 - 64 Years,10.59231282,0.621,0.441
2021-04-30T00:00:00,65 - 74 Years,5.692787151,0.829,0.693
2021-04-30T00:00:00,75+ Years,5.855472141,0.805,0.684
2021-04-29T00:00:00,<12 Years,9.1727303,0,0
2021-04-29T00:00:00,12 - 15 Years,16.26365841,0.005,0.001
2021-04-29T00:00:00,16 - 17 Years,19.10080316,0.224,0.06
2021-04-29T00:00:00,18 - 24 Years,18.60878996,0.324,0.162
2021-04-29T00:00:00,25 - 39 Years,16.2405972,0.403,0.241
2021-04-29T00:00:00,40 - 49 Years,14.44750322,0.496,0.316
2021-04-29T00:00:00,50 - 64 Years,10.89221305,0.616,0.432
2021-04-29T00:00:00,65 - 74 Years,5.840387354,0.826,0.688
2021-04-29T00:00:00,75+ Years,5.917868815,0.803,0.681
2021-04-28T00:00:00,<12 Years,9.288449193,0,0
2021-04-28T00:00:00,12 - 15 Years,16.57972299,0.005,0.001
2021-04-28T00:00:00,16 - 17 Years,19.51424046,0.218,0.055
2021-04-28T00:00:00,18 - 24 Years,19.28622101,0.319,0.156
2021-04-28T00:00:00,25 - 39 Years,16.75817534,0.398,0.236
2021-04-28T00:00:00,40 - 49 Years,14.92830717,0.491,0.309
2021-04-28T00:00:00,50 - 64 Years,11.2518209,0.612,0.424
2021-04-28T00:00:00,65 - 74 Years,6.062635936,0.823,0.684
2021-04-28T00:00:00,75+ Years,6.046167593,0.801,0.678
2021-04-27T00:00:00,<12 Years,9.32950114,0,0
2021-04-27T00:00:00,12 - 15 Years,16.59509911,0.005,0.001
2021-04-27T00:00:00,16 - 17 Years,19.7984786,0.212,0.052
2021-04-27T00:00:00,18 - 24 Years,19.81852204,0.315,0.152
2021-04-27T00:00:00,25 - 39 Years,17.04546076,0.394,0.231
2021-04-27T00:00:00,40 - 49 Years,15.11609353,0.487,0.303
2021-04-27T00:00:00,50 - 64 Years,11.46590563,0.608,0.417
2021-04-27T00:00:00,65 - 74 Years,6.120742913,0.822,0.681
2021-04-27T00:00:00,75+ Years,6.114874043,0.799,0.675
2021-04-26T00:00:00,<12 Years,9.314032291,0,0
2021-04-26T00:00:00,12 - 15 Years,16.53530311,0.005,0.001
2021-04-26T00:00:00,16 - 17 Years,19.78986533,0.206,0.049
2021-04-26T00:00:00,18 - 24 Years,20.20002019,0.311,0.15
2021-04-26T00:00:00,25 - 39 Years,17.12799463,0.391,0.228
2021-04-26T00:00:00,40 - 49 Years,15.06223782,0.483,0.3
2021-04-26T00:00:00,50 - 64 Years,11.45727867,0.605,0.412
2021-04-26T00:00:00,65 - 74 Years,5.994773774,0.82,0.679
2021-04-26T00:00:00,75+ Years,6.069303439,0.798,0.674
2021-04-25T00:00:00,<12 Years,9.714734989,0,0
2021-04-25T00:00:00,12 - 15 Years,17.05723678,0.005,0.001
2021-04-25T00:00:00,16 - 17 Years,20.50476732,0.198,0.047
2021-04-25T00:00:00,18 - 24 Years,21.54542758,0.306,0.146
2021-04-25T00:00:00,25 - 39 Years,18.34320562,0.387,0.224
2021-04-25T00:00:00,40 - 49 Years,16.17620069,0.479,0.294
2021-04-25T00:00:00,50 - 64 Years,12.49773497,0.601,0.406
2021-04-25T00:00:00,65 - 74 Years,6.639040178,0.819,0.676
2021-04-25T00:00:00,75+ Years,7.024182876,0.797,0.673
2021-04-24T00:00:00,<12 Years,9.762628927,0,0
2021-04-24T00:00:00,12 - 15 Years,17.07346713,0.004,0.001
2021-04-24T00:00:00,16 - 17 Years,20.71148597,0.189,0.043
2021-04-24T00:00:00,18 - 24 Years,21.86547002,0.3,0.141
2021-04-24T00:00:00,25 - 39 Years,18.56906557,0.381,0.218
2021-04-24T00:00:00,40 - 49 Years,16.40048139,0.473,0.286
2021-04-24T00:00:00,50 - 64 Years,12.73429519,0.596,0.396
2021-04-24T00:00:00,65 - 74 Years,6.734047206,0.816,0.672
2021-04-24T00:00:00,75+ Years,7.171410983,0.796,0.67
2021-04-23T00:00:00,<12 Years,9.906013263,0,0
2021-04-23T00:00:00,12 - 15 Years,17.15974422,0.004,0.001
2021-04-23T00:00:00,16 - 17 Years,21.03189987,0.18,0.039
2021-04-23T00:00:00,18 - 24 Years,22.16329386,0.293,0.136
2021-04-23T00:00:00,25 - 39 Years,18.86500543,0.375,0.212
2021-04-23T00:00:00,40 - 49 Years,16.64354072,0.466,0.278
2021-04-23T00:00:00,50 - 64 Years,13.01081183,0.59,0.384
2021-04-23T00:00:00,65 - 74 Years,6.813361108,0.813,0.667
2021-04-23T00:00:00,75+ Years,7.297606503,0.793,0.666
2021-04-22T00:00:00,<12 Years,10.1555972,0,0
2021-04-22T00:00:00,12 - 15 Years,17.31094268,0.004,0
2021-04-22T00:00:00,16 - 17 Years,21.49184887,0.172,0.036
2021-04-22T00:00:00,18 - 24 Years,22.691813,0.286,0.131
2021-04-22T00:00:00,25 - 39 Years,19.36147517,0.369,0.206
2021-04-22T00:00:00,40 - 49 Years,17.03364031,0.46,0.27
2021-04-22T00:00:00,50 - 64 Years,13.39153302,0.584,0.373
2021-04-22T00:00:00,65 - 74 Years,6.931695754,0.81,0.661
2021-04-22T00:00:00,75+ Years,7.449041127,0.791,0.662
2021-04-21T00:00:00,<12 Years,10.31683021,0,0
2021-04-21T00:00:00,12 - 15 Years,17.5535436,0.003,0
2021-04-21T00:00:00,16 - 17 Years,21.68995424,0.164,0.033
2021-04-21T00:00:00,18 - 24 Years,23.05014708,0.28,0.127
2021-04-21T00:00:00,25 - 39 Years,19.61245412,0.363,0.201
2021-04-21T00:00:00,40 - 49 Years,17.2653616,0.454,0.263
2021-04-21T00:00:00,50 - 64 Years,13.6187852,0.579,0.363
2021-04-21T00:00:00,65 - 74 Years,7.002951024,0.808,0.656
2021-04-21T00:00:00,75+ Years,7.594867062,0.789,0.659
2021-04-20T00:00:00,<12 Years,10.76423693,0,0
2021-04-20T00:00:00,12 - 15 Years,18.16431706,0.003,0
2021-04-20T00:00:00,16 - 17 Years,22.54266867,0.157,0.031
2021-04-20T00:00:00,18 - 24 Years,24.32937138,0.274,0.124
2021-04-20T00:00:00,25 - 39 Years,20.7523081,0.358,0.197
2021-04-20T00:00:00,40 - 49 Years,18.26488108,0.448,0.257
2021-04-20T00:00:00,50 - 64 Years,14.43607577,0.574,0.355
2021-04-20T00:00:00,65 - 74 Years,7.416910215,0.805,0.651
2021-04-20T00:00:00,75+ Years,8.09824697,0.787,0.656
2021-04-19T00:00:00,<12 Years,10.52149499,0,0
2021-04-19T00:00:00,12 - 15 Years,17.8311679,0.003,0
2021-04-19T00:00:00,16 - 17 Years,22.32561409,0.151,0.03
2021-04-19T00:00:00,18 - 24 Years,24.20409628,0.27,0.121
2021-04-19T00:00:00,25 - 39 Years,20.56254352,0.354,0.194
2021-04-19T00:00:00,40 - 49 Years,18.11606925,0.444,0.253
2021-04-19T00:00:00,50 - 64 Years,14.31824972,0.571,0.35
2021-04-19T00:00:00,65 - 74 Years,7.265068627,0.803,0.648
2021-04-19T00:00:00,75+ Years,7.847258102,0.786,0.654
2021-04-18T00:00:00,<12 Years,10.43730875,0,0
2021-04-18T00:00:00,12 - 15 Years,17.66971869,0.003,0
2021-04-18T00:00:00,16 - 17 Years,22.26532115,0.144,0.028
2021-04-18T00:00:00,18 - 24 Years,24.14642245,0.265,0.119
2021-04-18T00:00:00,25 - 39 Years,20.31072022,0.349,0.191
2021-04-18T00:00:00,40 - 49 Years,17.91021288,0.439,0.249
2021-04-18T00:00:00,50 - 64 Years,14.13980794,0.567,0.344
2021-04-18T00:00:00,65 - 74 Years,7.005495855,0.802,0.645
2021-04-18T00:00:00,75+ Years,7.389448798,0.785,0.652
2021-04-17T00:00:00,<12 Years,10.53131176,0,0
2021-04-17T00:00:00,12 - 15 Years,17.84483556,0.002,0
2021-04-17T00:00:00,16 - 17 Years,22.60812957,0.133,0.026
2021-04-17T00:00:00,18 - 24 Years,24.53217524,0.256,0.114
2021-04-17T00:00:00,25 - 39 Years,20.63621186,0.342,0.185
2021-04-17T00:00:00,40 - 49 Years,18.10047944,0.431,0.241
2021-04-17T00:00:00,50 - 64 Years,14.35570887,0.56,0.332
2021-04-17T00:00:00,65 - 74 Years,7.105592545,0.799,0.638
2021-04-17T00:00:00,75+ Years,7.416791161,0.783,0.647
2021-04-16T00:00:00,<12 Years,10.59497202,0,0
2021-04-16T00:00:00,12 - 15 Years,18.01653551,0.002,0
2021-04-16T00:00:00,16 - 17 Years,22.95610597,0.125,0.024
2021-04-16T00:00:00,18 - 24 Years,24.94487399,0.248,0.11
2021-04-16T00:00:00,25 - 39 Years,20.94333918,0.334,0.18
2021-04-16T00:00:00,40 - 49 Years,18.3775529,0.423,0.234
2021-04-16T00:00:00,50 - 64 Years,14.65061455,0.552,0.32
2021-04-16T00:00:00,65 - 74 Years,7.249375502,0.795,0.631
2021-04-16T00:00:00,75+ Years,7.573834475,0.78,0.642
2021-04-15T00:00:00,<12 Years,10.46556915,0,0
2021-04-15T00:00:00,12 - 15 Years,18.03618277,0.002,0
2021-04-15T00:00:00,16 - 17 Years,22.84930133,0.117,0.022
2021-04-15T00:00:00,18 - 24 Years,25.12687745,0.239,0.106
2021-04-15T00:00:00,25 - 39 Years,21.02861714,0.326,0.175
2021-04-15T00:00:00,40 - 49 Years,18.46294255,0.413,0.226
2021-04-15T00:00:00,50 - 64 Years,14.86129389,0.543,0.308
2021-04-15T00:00:00,65 - 74 Years,7.349048053,0.79,0.622
2021-04-15T00:00:00,75+ Years,7.696524564,0.777,0.636
2021-04-14T00:00:00,<12 Years,10.38376273,0,0
2021-04-14T00:00:00,12 - 15 Years,17.93452956,0.002,0
2021-04-14T00:00:00,16 - 17 Years,22.98883642,0.109,0.021
2021-04-14T00:00:00,18 - 24 Years,25.31739016,0.231,0.102
2021-04-14T00:00:00,25 - 39 Years,21.21479329,0.318,0.17
2021-04-14T00:00:00,40 - 49 Years,18.67942833,0.405,0.219
2021-04-14T00:00:00,50 - 64 Years,15.09762708,0.535,0.297
2021-04-14T00:00:00,65 - 74 Years,7.430482648,0.787,0.615
2021-04-14T00:00:00,75+ Years,7.721763668,0.774,0.632
2021-04-13T00:00:00,<12 Years,10.14459052,0,0
2021-04-13T00:00:00,12 - 15 Years,17.64067492,0.002,0
2021-04-13T00:00:00,16 - 17 Years,22.63052409,0.103,0.019
2021-04-13T00:00:00,18 - 24 Years,24.90232773,0.223,0.098
2021-04-13T00:00:00,25 - 39 Years,20.71895681,0.311,0.165
2021-04-13T00:00:00,40 - 49 Years,18.32476013,0.397,0.213
2021-04-13T00:00:00,50 - 64 Years,14.89602874,0.527,0.288
2021-04-13T00:00:00,65 - 74 Years,7.293910046,0.782,0.609
2021-04-13T00:00:00,75+ Years,7.505829111,0.771,0.627
2021-04-12T00:00:00,<12 Years,10.32753941,0,0
2021-04-12T00:00:00,12 - 15 Years,17.98920019,0.002,0
2021-04-12T00:00:00,16 - 17 Years,23.10253167,0.097,0.018
2021-04-12T00:00:00,18 - 24 Years,25.49466625,0.217,0.095
2021-04-12T00:00:00,25 - 39 Years,21.21479329,0.305,0.161
2021-04-12T00:00:00,40 - 49 Years,18.81477624,0.39,0.208
2021-04-12T00:00:00,50 - 64 Years,15.37618695,0.52,0.281
2021-04-12T00:00:00,65 - 74 Years,7.548817293,0.779,0.604
2021-04-12T00:00:00,75+ Years,7.836040723,0.769,0.624
2021-04-11T00:00:00,<12 Years,10.15410981,0,0
2021-04-11T00:00:00,12 - 15 Years,17.69705401,0.002,0
2021-04-11T00:00:00,16 - 17 Years,22.81140291,0.09,0.017
2021-04-11T00:00:00,18 - 24 Years,25.4209194,0.21,0.092
2021-04-11T00:00:00,25 - 39 Years,21.22471424,0.298,0.157
2021-04-11T00:00:00,40 - 49 Years,18.92673943,0.383,0.203
2021-04-11T00:00:00,50 - 64 Years,15.49219681,0.513,0.272
2021-04-11T00:00:00,65 - 74 Years,7.596744946,0.776,0.598
2021-04-11T00:00:00,75+ Years,7.775046221,0.767,0.62
2021-04-10T00:00:00,<12 Years,10.03749848,0,0
2021-04-10T00:00:00,12 - 15 Years,17.43309737,0.001,0
2021-04-10T00:00:00,16 - 17 Years,22.53577805,0.083,0.016
2021-04-10T00:00:00,18 - 24 Years,25.30604449,0.201,0.087
2021-04-10T00:00:00,25 - 39 Years,21.08539876,0.29,0.151
2021-04-10T00:00:00,40 - 49 Years,18.94516375,0.374,0.195
2021-04-10T00:00:00,50 - 64 Years,15.49991566,0.504,0.261
2021-04-10T00:00:00,65 - 74 Years,7.546272462,0.772,0.589
2021-04-10T00:00:00,75+ Years,7.758921238,0.764,0.614
2021-04-09T00:00:00,<12 Years,9.953609723,0,0
2021-04-09T00:00:00,12 - 15 Years,17.22466559,0.001,0
2021-04-09T00:00:00,16 - 17 Years,22.29116098,0.077,0.015
2021-04-09T00:00:00,18 - 24 Years,25.24506151,0.192,0.082
2021-04-09T00:00:00,25 - 39 Years,20.9443946,0.28,0.145
2021-04-09T00:00:00,40 - 49 Years,18.89378824,0.364,0.187
2021-04-09T00:00:00,50 - 64 Years,15.46268354,0.492,0.249
2021-04-09T00:00:00,65 - 74 Years,7.46695856,0.766,0.577
2021-04-09T00:00:00,75+ Years,7.638334408,0.76,0.607
2021-04-08T00:00:00,<12 Years,9.823611892,0,0
2021-04-08T00:00:00,12 - 15 Years,16.92056021,0.001,0
2021-04-08T00:00:00,16 - 17 Years,22.05171188,0.07,0.014
2021-04-08T00:00:00,18 - 24 Years,25.23702499,0.182,0.078
2021-04-08T00:00:00,25 - 39 Years,20.83526414,0.271,0.14
2021-04-08T00:00:00,40 - 49 Years,18.89662275,0.353,0.181
2021-04-08T00:00:00,50 - 64 Years,15.4379378,0.481,0.238
2021-04-08T00:00:00,65 - 74 Years,7.448296465,0.761,0.567
2021-04-08T00:00:00,75+ Years,7.537377991,0.757,0.6
2021-04-07T00:00:00,<12 Years,9.796541405,0,0
2021-04-07T00:00:00,12 - 15 Years,16.6634374,0.001,0
2021-04-07T00:00:00,16 - 17 Years,21.76402842,0.064,0.013
2021-04-07T00:00:00,18 - 24 Years,25.48710247,0.174,0.074
2021-04-07T00:00:00,25 - 39 Years,20.90492188,0.263,0.136
2021-04-07T00:00:00,40 - 49 Years,18.97776063,0.344,0.175
2021-04-07T00:00:00,50 - 64 Years,15.55281253,0.471,0.228
2021-04-07T00:00:00,65 - 74 Years,7.503434472,0.756,0.557
2021-04-07T00:00:00,75+ Years,7.568926871,0.753,0.593
2021-04-06T00:00:00,<12 Years,9.692126671,0,0
2021-04-06T00:00:00,12 - 15 Years,16.46098522,0.001,0
2021-04-06T00:00:00,16 - 17 Years,21.7571378,0.06,0.012
2021-04-06T00:00:00,18 - 24 Years,25.82321795,0.169,0.072
2021-04-06T00:00:00,25 - 39 Years,21.18608586,0.257,0.132
2021-04-06T00:00:00,40 - 49 Years,19.16129523,0.337,0.17
2021-04-06T00:00:00,50 - 64 Years,15.73284348,0.462,0.22
2021-04-06T00:00:00,65 - 74 Years,7.589534591,0.753,0.548
2021-04-06T00:00:00,75+ Years,7.50793237,0.751,0.587
2021-04-05T00:00:00,<12 Years,9.423504149,0,0
2021-04-05T00:00:00,12 - 15 Years,16.00824406,0.001,0
2021-04-05T00:00:00,16 - 17 Years,21.22139197,0.051,0.011
2021-04-05T00:00:00,18 - 24 Years,25.54335809,0.156,0.066
2021-04-05T00:00:00,25 - 39 Years,21.01426343,0.242,0.124
2021-04-05T00:00:00,40 - 49 Years,19.0585442,0.318,0.159
2021-04-05T00:00:00,50 - 64 Years,15.7258057,0.441,0.204
2021-04-05T00:00:00,65 - 74 Years,7.578506989,0.744,0.527
2021-04-05T00:00:00,75+ Years,7.41889442,0.745,0.574
2021-04-04T00:00:00,<12 Years,9.329798618,0,0
2021-04-04T00:00:00,12 - 15 Years,15.74428742,0.001,0
2021-04-04T00:00:00,16 - 17 Years,21.1197553,0.051,0.011
2021-04-04T00:00:00,18 - 24 Years,25.55943112,0.156,0.066
2021-04-04T00:00:00,25 - 39 Years,20.98302299,0.242,0.124
2021-04-04T00:00:00,40 - 49 Years,18.97209161,0.318,0.159
2021-04-04T00:00:00,50 - 64 Years,15.71173014,0.441,0.204
2021-04-04T00:00:00,65 - 74 Years,7.509372411,0.744,0.527
2021-04-04T00:00:00,75+ Years,7.371921643,0.745,0.574
2021-04-03T00:00:00,<12 Years,9.33515322,0,0
2021-04-03T00:00:00,12 - 15 Years,15.69730485,0.001,0
2021-04-03T00:00:00,16 - 17 Years,21.08185688,0.05,0.011
2021-04-03T00:00:00,18 - 24 Years,25.77547159,0.156,0.066
2021-04-03T00:00:00,25 - 39 Years,21.1683548,0.242,0.124
2021-04-03T00:00:00,40 - 49 Years,19.11523442,0.317,0.159
2021-04-03T00:00:00,50 - 64 Years,15.88790166,0.441,0.203
2021-04-03T00:00:00,65 - 74 Years,7.610741517,0.744,0.526
2021-04-03T00:00:00,75+ Years,7.388046626,0.745,0.574
2021-04-02T00:00:00,<12 Years,9.263758529,0,0
2021-04-02T00:00:00,12 - 15 Years,15.6870541,0.001,0
2021-04-02T00:00:00,16 - 17 Years,21.01295066,0.046,0.01
2021-04-02T00:00:00,18 - 24 Years,25.8747462,0.149,0.064
2021-04-02T00:00:00,25 - 39 Years,21.18629694,0.234,0.12
2021-04-02T00:00:00,40 - 49 Years,19.18999465,0.307,0.154
2021-04-02T00:00:00,50 - 64 Years,15.99301431,0.428,0.194
2021-04-02T00:00:00,65 - 74 Years,7.648065706,0.738,0.512
2021-04-02T00:00:00,75+ Years,7.40767704,0.741,0.565
2021-04-01T00:00:00,<12 Years,9.325931406,0,0
2021-04-01T00:00:00,12 - 15 Years,15.7348909,0.001,0
2021-04-01T00:00:00,16 - 17 Years,21.18866152,0.042,0.009
2021-04-01T00:00:00,18 - 24 Years,26.14089672,0.142,0.061
2021-04-01T00:00:00,25 - 39 Years,21.39801427,0.226,0.117
2021-04-01T00:00:00,40 - 49 Years,19.29487156,0.297,0.149
2021-04-01T00:00:00,50 - 64 Years,16.25363919,0.415,0.186
2021-04-01T00:00:00,65 - 74 Years,7.793121078,0.73,0.497
2021-04-01T00:00:00,75+ Years,7.610290959,0.735,0.555
2021-03-31T00:00:00,<12 Years,9.747160078,0,0
2021-03-31T00:00:00,12 - 15 Years,16.57716031,0.001,0
2021-03-31T00:00:00,16 - 17 Years,22.30149691,0.039,0.009
2021-03-31T00:00:00,18 - 24 Years,26.91902059,0.137,0.059
2021-03-31T00:00:00,25 - 39 Years,22.27485749,0.22,0.114
2021-03-31T00:00:00,40 - 49 Years,20.15585432,0.288,0.145
2021-03-31T00:00:00,50 - 64 Years,17.09908088,0.404,0.179
2021-03-31T00:00:00,65 - 74 Years,8.257552752,0.725,0.484
2021-03-31T00:00:00,75+ Years,8.20411099,0.731,0.547
2021-03-30T00:00:00,<12 Years,9.69926614,0,0
2021-03-30T00:00:00,12 - 15 Years,16.50027973,0.001,0
2021-03-30T00:00:00,16 - 17 Years,22.08271967,0.036,0.008
2021-03-30T00:00:00,18 - 24 Years,26.54130432,0.133,0.058
2021-03-30T00:00:00,25 - 39 Years,22.01796818,0.215,0.111
2021-03-30T00:00:00,40 - 49 Years,20.01200288,0.282,0.142
2021-03-30T00:00:00,50 - 64 Years,17.04981642,0.396,0.174
2021-03-30T00:00:00,65 - 74 Years,8.316083867,0.72,0.473
2021-03-30T00:00:00,75+ Years,8.319790217,0.728,0.54
2021-03-29T00:00:00,<12 Years,9.74537521,0,0
2021-03-29T00:00:00,12 - 15 Years,16.55324191,0.001,0
2021-03-29T00:00:00,16 - 17 Years,22.27048911,0.035,0.008
2021-03-29T00:00:00,18 - 24 Years,26.63396063,0.13,0.057
2021-03-29T00:00:00,25 - 39 Years,22.11654444,0.212,0.11
2021-03-29T00:00:00,40 - 49 Years,20.16116903,0.278,0.14
2021-03-29T00:00:00,50 - 64 Years,17.31929528,0.39,0.171
2021-03-29T00:00:00,65 - 74 Years,8.570142838,0.718,0.466
2021-03-29T00:00:00,75+ Years,8.615648603,0.726,0.536
2021-03-28T00:00:00,<12 Years,9.845030299,0,0
2021-03-28T00:00:00,12 - 15 Years,16.78132095,0.001,0
2021-03-28T00:00:00,16 - 17 Years,22.46342652,0.032,0.008
2021-03-28T00:00:00,18 - 24 Years,26.76632678,0.126,0.056
2021-03-28T00:00:00,25 - 39 Years,22.26873605,0.207,0.108
2021-03-28T00:00:00,40 - 49 Years,20.42371562,0.272,0.137
2021-03-28T00:00:00,50 - 64 Years,17.60443888,0.382,0.166
2021-03-28T00:00:00,65 - 74 Years,8.856860474,0.714,0.457
2021-03-28T00:00:00,75+ Years,8.927631973,0.724,0.53
2021-03-27T00:00:00,<12 Years,10.02500441,0,0
2021-03-27T00:00:00,12 - 15 Years,17.09396861,0,0
2021-03-27T00:00:00,16 - 17 Years,22.68392641,0.03,0.007
2021-03-27T00:00:00,18 - 24 Years,27.05942326,0.122,0.054
2021-03-27T00:00:00,25 - 39 Years,22.63053415,0.201,0.105
2021-03-27T00:00:00,40 - 49 Years,20.82550757,0.264,0.133
2021-03-27T00:00:00,50 - 64 Years,18.05099737,0.37,0.16
2021-03-27T00:00:00,65 - 74 Years,9.236888584,0.708,0.443
2021-03-27T00:00:00,75+ Years,9.651854042,0.72,0.521
2021-03-26T00:00:00,<12 Years,10.40042149,0,0
2021-03-26T00:00:00,12 - 15 Years,17.58344161,0,0
2021-03-26T00:00:00,16 - 17 Years,23.34198078,0.028,0.007
2021-03-26T00:00:00,18 - 24 Years,27.95620394,0.117,0.052
2021-03-26T00:00:00,25 - 39 Years,23.67941089,0.195,0.102
2021-03-26T00:00:00,40 - 49 Years,21.91254259,0.255,0.129
2021-03-26T00:00:00,50 - 64 Years,19.2008798,0.357,0.155
2021-03-26T00:00:00,65 - 74 Years,10.20901406,0.7,0.428
2021-03-26T00:00:00,75+ Years,10.90118969,0.715,0.511
2021-03-25T00:00:00,<12 Years,10.57236371,0,0
2021-03-25T00:00:00,12 - 15 Years,17.79358184,0,0
2021-03-25T00:00:00,16 - 17 Years,23.46945728,0.025,0.007
2021-03-25T00:00:00,18 - 24 Years,28.13064361,0.112,0.051
2021-03-25T00:00:00,25 - 39 Years,24.01651214,0.189,0.1
2021-03-25T00:00:00,40 - 49 Years,22.40858204,0.246,0.126
2021-03-25T00:00:00,50 - 64 Years,19.75073473,0.343,0.15
2021-03-25T00:00:00,65 - 74 Years,10.75488033,0.692,0.415
2021-03-25T00:00:00,75+ Years,11.7151508,0.709,0.502
2021-03-24T00:00:00,<12 Years,10.39119968,0,0
2021-03-24T00:00:00,12 - 15 Years,17.44078543,0,0
2021-03-24T00:00:00,16 - 17 Years,22.90787161,0.024,0.006
2021-03-24T00:00:00,18 - 24 Years,28.08762461,0.108,0.05
2021-03-24T00:00:00,25 - 39 Years,24.10917805,0.184,0.098
2021-03-24T00:00:00,40 - 49 Years,22.62790234,0.238,0.123
2021-03-24T00:00:00,50 - 64 Years,20.07106723,0.332,0.146
2021-03-24T00:00:00,65 - 74 Years,11.34994667,0.685,0.404
2021-03-24T00:00:00,75+ Years,12.63778027,0.704,0.494
2021-03-23T00:00:00,<12 Years,10.69016494,0,0
2021-03-23T00:00:00,12 - 15 Years,17.89523505,0,0
2021-03-23T00:00:00,16 - 17 Years,23.34714874,0.022,0.006
